"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"89956","spm","","901832","0","101039","Y031","","","","shell","","1","","","","Costirhynchopsis pavoplicata","species","173905","","Costirhynchopsis pavoplicata","species","173905","247.2","242","34534"
"89957","spm","","901832","0","101039","Y032","","","","shell","","1","","","","Costirhynchopsis pavoplicata","species","173905","","Costirhynchopsis pavoplicata","species","173905","247.2","242","34534"
"89958","spm","","901832","0","101039","Y033","","","","shell","","1","","","","Costirhynchopsis pavoplicata","species","173905","","Costirhynchopsis pavoplicata","species","173905","247.2","242","34534"
"89959","spm","","901832","0","101039","Y034","","","","shell","","1","","","","Costirhynchopsis pavoplicata","species","173905","","Costirhynchopsis pavoplicata","species","173905","247.2","242","34534"
"89960","spm","","901832","0","101039","Y211","","","","shell","","1","","","","Costirhynchopsis pavoplicata","species","173905","","Costirhynchopsis pavoplicata","species","173905","247.2","242","34534"
"89962","spm","","901946","0","101047","Y010","","","","shell","","1","","","","Triasorhynchia subglobulina","species","173910","","Triasorhynchia subglobulina","species","173910","247.2","242","34534"
"89963","spm","","901946","0","101047","Y011","","","","shell","","1","","","","Triasorhynchia subglobulina","species","173910","","Triasorhynchia subglobulina","species","173910","247.2","242","34534"
"89964","spm","","901946","0","101047","Y012","","","","shell","","1","","","","Triasorhynchia subglobulina","species","173910","","Triasorhynchia subglobulina","species","173910","247.2","242","34534"
"89965","spm","","901945","0","101047","Y136","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89966","spm","","901945","0","101047","Y137","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89967","spm","","901945","0","101047","Y138","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89968","spm","","901945","0","101047","Y139","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89969","spm","","901945","0","101047","Y140","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89970","spm","","901945","0","101047","Y141","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89971","spm","","901945","0","101047","Y142","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89972","spm","","901945","0","101047","Y143","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89973","spm","","901945","0","101047","Y144","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89974","spm","","901945","0","101047","Y145","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89975","spm","","901945","0","101047","Y146","","","","shell","","1","","","","Athyrorhynchia athyroformis","species","173911","","Athyrorhynchia athyroformis","species","173911","247.2","242","34534"
"89984","spm","","901975","40268","101048","Y184","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89985","spm","","901975","40268","101048","Y185","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89986","spm","","901975","40268","101048","Y186","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89987","spm","","901975","40268","101048","Y187","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89988","spm","","901975","40268","101048","Y188","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89989","spm","","901975","40268","101048","Y253","","","","shell","","1","","","","Qilianoconcha circularis","species","463422","","Qilianoconcha circularis","species","463422","247.2","242","34534"
"89990","spm","","901974","0","101048","Y181","","","","shell","","1","","","","Sulcatinella ovata","species","173917","subjective synonym of","Qilianoconcha opima","species","175793","247.2","242","34534"
"89991","spm","","901974","0","101048","Y182","","","","shell","","1","","","","Sulcatinella ovata","species","173917","subjective synonym of","Qilianoconcha opima","species","175793","247.2","242","34534"
"89992","spm","","901974","0","101048","Y183","","","","shell","","1","","","","Sulcatinella ovata","species","173917","subjective synonym of","Qilianoconcha opima","species","175793","247.2","242","34534"
"89993","spm","","901976","0","101048","Y189","","","","shell","","1","","","","Sulcatinella opima","species","173919","","Sulcatinella opima","species","173918","247.2","242","34534"
"89994","spm","","901976","0","101048","Y190","","","","shell","","1","","","","Sulcatinella opima","species","173919","","Sulcatinella opima","species","173918","247.2","242","34534"
"89995","spm","","901976","0","101048","Y191","","","","shell","","1","","","","Sulcatinella opima","species","173919","","Sulcatinella opima","species","173918","247.2","242","34534"
"89996","spm","","901976","0","101048","Y288","","","","shell","","1","","","","Sulcatinella opima","species","173919","","Sulcatinella opima","species","173918","247.2","242","34534"
"89997","spm","","901976","0","101048","Y287","","","","shell","","1","","","","Sulcatinella opima","species","173919","","Sulcatinella opima","species","173918","247.2","242","34534"
"89998","spm","","901816","0","101036","Y161","","","","shell","","1","","","","Parasulcatinella obesus","species","173920","","Parasulcatinella obesus","species","173920","247.2","242","34534"
"89999","spm","","901816","0","101036","Y162","","","","shell","","1","","","","Parasulcatinella obesus","species","173920","","Parasulcatinella obesus","species","173920","247.2","242","34534"
"90000","spm","","901766","0","101030","Y163","","","","shell","","1","","","","Eoantiptychia pentagona","species","173923","recombined as","Qilianoconcha pentagona","species","173922","247.2","242","34534"
"90001","spm","","901766","0","101030","Y164","","","","shell","","1","","","","Eoantiptychia pentagona","species","173923","recombined as","Qilianoconcha pentagona","species","173922","247.2","242","34534"
"90002","spm","","901766","0","101030","Y286","","","","shell","","1","","","","Eoantiptychia pentagona","species","173923","recombined as","Qilianoconcha pentagona","species","173922","247.2","242","34534"
"90049","spm","","901779","0","101033","Y219","","","dorsal","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90050","spm","","901779","0","101033","Y060","","","ventral","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90051","spm","","901779","0","101033","Y220","","","ventral","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90052","spm","","901779","0","101033","Y061","","","ventral","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90053","spm","","901779","0","101033","Y062","","","dorsal","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90054","spm","","901779","0","101033","Y063","","","dorsal","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90055","spm","","901779","0","101033","Y064","","","ventral","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90056","spm","","901779","0","101033","Y221","","","dorsal","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90057","spm","","901779","0","101033","Y065","","","dorsal","valve","","1","","","","Sinucostella obscura","species","173942","","Sinucostella obscura","species","173941","247.2","242","34534"
"90059","spm","","901936","40265","101046","Y084","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90060","spm","","901936","40265","101046","Y085","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90061","spm","","901936","40265","101046","Y086","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90062","spm","","901936","40265","101046","Y087","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90063","spm","","901936","40265","101046","Y088","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90064","spm","","901936","40265","101046","Y089","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90065","spm","","901936","40265","101046","Y090","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90066","spm","","901936","40265","101046","Y095","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90067","spm","","901936","40265","101046","Y230","","","","shell","","1","","","","Pseudospiriferina tsinghaiensis","species","173950","","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90072","spm","","901918","0","101045","Y094","","","","shell","","1","","","","Pseudospiriferina pauciplicata","species","173946","subjective synonym of","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90073","spm","","901918","0","101045","Y096","","","","shell","","1","","","","Pseudospiriferina pauciplicata","species","173946","subjective synonym of","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90074","spm","","901918","0","101045","Y097","","","","shell","","1","","","","Pseudospiriferina pauciplicata","species","173946","subjective synonym of","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90075","spm","","901918","0","101045","Y229","","","","shell","","1","","","","Pseudospiriferina pauciplicata","species","173946","subjective synonym of","Pseudospiriferina tsinghaiensis","species","173949","247.2","242","34534"
"90076","spm","","901805","0","101036","Y098","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90077","spm","","901805","0","101036","Y099","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90078","spm","","901805","0","101036","Y100","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90079","spm","","901805","0","101036","Y101","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90080","spm","","901805","0","101036","Y102","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90081","spm","","901805","0","101036","Y103","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90082","spm","","901805","0","101036","Y296","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90083","spm","","901805","0","101036","Y297","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90084","spm","","901805","0","101036","Y298","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90085","spm","","901805","0","101036","Y299","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90086","spm","","901805","0","101036","Y300","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90087","spm","","901805","0","101036","Y301","","","","shell","","1","","","","Pseudospiriferina lipoldiformis","species","173948","","Pseudospiriferina lipoldiformis","species","173947","247.2","242","34534"
"90105","spm","","901968","0","101048","Y107","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90106","spm","","901968","0","101048","Y108","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90107","spm","","901968","0","101048","Y251","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90108","spm","","901968","0","101048","Y249","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90109","spm","","901968","0","101048","Y120","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90110","spm","","901968","0","101048","Y121","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90111","spm","","901968","0","101048","Y248","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90112","spm","","901968","0","101048","Y250","","","","shell","","1","","","","Yangkongia planofolda","species","173953","subjective synonym of","Yangkongia bifurcata","species","463417","247.2","242","34534"
"90127","spm","","901971","0","101048","Y056","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90128","spm","","901971","0","101048","Y057","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90129","spm","","901971","0","101048","Y058","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90130","spm","","901971","0","101048","Y059","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90131","spm","","901971","0","101048","Y305","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90132","spm","","901971","0","101048","Y306","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90133","spm","","901971","0","101048","Y307","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90134","spm","","901971","0","101048","Y308","","","","shell","","1","","","","Qispiriferina subrotunda","species","173956","","Qispiriferina subrotunda","species","173956","247.2","242","34534"
"90135","spm","","901950","0","101047","Y080","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","33767"
"90136","spm","","901950","0","101047","Y228","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","34534"
"90137","spm","","901950","0","101047","Y081","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","34534"
"90138","spm","","901950","0","101047","Y225","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","34534"
"90139","spm","","901950","0","101047","Y226","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","34534"
"90140","spm","","901950","0","101047","Y227","","","","shell","","1","","","","Paralepismatina semiconica","species","173957","","Paralepismatina semiconica","species","173957","247.2","242","34534"
"90142","spm","","901834","0","101039","Y066","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90143","spm","","901834","0","101039","Y067","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90144","spm","","901834","0","101039","Y068","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90145","spm","","901834","0","101039","Y069","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90146","spm","","901834","0","101039","Y070","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90147","spm","","901834","0","101039","Y222","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90148","spm","","901834","0","101039","Y223","","","","shell","","1","","","","Hirsutella extraruga","species","173959","","Hirsutella extraruga","species","173958","247.2","242","34534"
"90149","spm","","359030","0","31627","Y071","","","","shell","","1","","","","Hirsutella multicostata","species","173961","recombined as","Dagyssia multicostata","species","173960","247.2","242","34534"
"90150","spm","","359030","0","31627","Y072","","","","shell","","1","","","","Hirsutella multicostata","species","173961","recombined as","Dagyssia multicostata","species","173960","247.2","242","34534"
"90151","spm","","359030","0","31627","Y073","","","","shell","","1","","","","Hirsutella multicostata","species","173961","recombined as","Dagyssia multicostata","species","173960","247.2","242","34534"
"90152","spm","","359030","0","31627","Y074","","","","shell","","1","","","","Hirsutella multicostata","species","173961","recombined as","Dagyssia multicostata","species","173960","247.2","242","34534"
"90153","spm","","359030","0","31627","Y075","","","","shell","","1","","","","Hirsutella multicostata","species","173961","recombined as","Dagyssia multicostata","species","173960","247.2","242","34534"
"90155","spm","","901807","0","101036","Y076","","","","shell","","1","","","","Lepismatina qilianensis","species","173962","","Lepismatina qilianensis","species","173962","247.2","242","34534"
"90156","spm","","901807","0","101036","Y077","","","","shell","","1","","","","Lepismatina qilianensis","species","173962","","Lepismatina qilianensis","species","173962","247.2","242","34534"
"90157","spm","","901807","0","101036","Y224","","","","shell","","1","","","","Lepismatina qilianensis","species","173962","","Lepismatina qilianensis","species","173962","247.2","242","34534"
"90158","spm","","901923","0","101045","Y078","","","","shell","","1","","","","Lepismatina sinucosta","species","173963","subjective synonym of","Lepismatina qilianensis","species","173962","247.2","242","34534"
"90159","spm","","901923","0","101045","Y079","","","","shell","","1","","","","Lepismatina sinucosta","species","173963","subjective synonym of","Lepismatina qilianensis","species","173962","247.2","242","34534"
"90161","spm","","901933","0","101046","Y047","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90162","spm","","901933","0","101046","Y048","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90163","spm","","901933","0","101046","Y049","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90164","spm","","901933","0","101046","Y050","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90165","spm","","901933","0","101046","Y051","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90166","spm","","901933","0","101046","Y052","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90167","spm","","901933","0","101046","Y053","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90168","spm","","901933","0","101046","Y054","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90169","spm","","901933","0","101046","Y055","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90170","spm","","901933","0","101046","Y212","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90171","spm","","901933","0","101046","Y213","","","","shell","","1","","","","Aequspiriferina multiplicata","species","173964","","Aequspiriferina multiplicata","species","173964","247.2","242","34534"
"90193","spm","","901970","40264","101048","Y281","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90194","spm","","901970","40264","101048","Y157","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90195","spm","","901970","40264","101048","Y158","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90196","spm","","901970","40264","101048","Y159","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90197","spm","","901970","40264","101048","Y160","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90198","spm","","901970","40264","101048","Y282","","","","shell","","1","","","","Schwagerispira elegans","species","463416","","Schwagerispira elegans","species","463416","247.2","242","34534"
"90200","spm","","336741","0","31611","Y606","","","","shell","","1","","","","Parallelodon","species","16289","species not entered","Parallelodon","genus","16289","247.2","242","34534"
"90201","spm","","336741","0","31611","Y607","","","","shell","","1","","","","Parallelodon","species","16289","species not entered","Parallelodon","genus","16289","247.2","242","34534"
"90217","spm","","901830","0","101038","Y615","","","","shell","","1","","","","Myophoria (Leviconcha) ovata","species","255786","recombined as","Neoschizodus ovatus","species","140071","247.2","242","34534"
"90218","spm","","901830","0","101038","Y616","","","","shell","","1","","","","Myophoria (Leviconcha) ovata","species","255786","recombined as","Neoschizodus ovatus","species","140071","247.2","242","34534"
"90256","spm","","901762","0","101029","Y623","","","","shell","","1","","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","247.2","242","34534"
"90257","spm","","901762","0","101029","Y624","","","","shell","","1","","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","247.2","242","34534"
"90262","spm","","901911","0","101044","Y685","","","","shell","","1","","","","Bakevellia","species","16510","species not entered","Bakevellia","genus","16510","247.2","242","34534"
"90263","spm","","901911","0","101044","Y682","","","","shell","","1","","","","Bakevellia","species","16510","species not entered","Bakevellia","genus","16510","247.2","242","34534"
"90264","spm","","901911","0","101044","Y683","","","","shell","","1","","","","Bakevellia","species","16510","species not entered","Bakevellia","genus","16510","247.2","242","34534"
"90265","spm","","901911","0","101044","Y684","","","","shell","","1","","","","Bakevellia","species","16510","species not entered","Bakevellia","genus","16510","247.2","242","34534"
"90266","spm","","901744","0","101026","Y723","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90267","spm","","901744","0","101026","Y724","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90268","spm","","901744","0","101026","Y725","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90269","spm","","901744","0","101026","Y726","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90270","spm","","901744","0","101026","Y727","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90271","spm","","901744","0","101026","Y728","","","","shell","","1","","","","Entolium discites","species","179737","","Entolium discites","species","179736","247.2","242","33767"
"90272","spm","","901770","0","101030","Y729","","","","shell","","1","","","","Leptochondria illyrica","species","201198","","Leptochondria illyrica","species","201197","247.2","242","34534"
"90273","spm","","901770","0","101030","Y730","","","","shell","","1","","","","Leptochondria illyrica","species","201198","","Leptochondria illyrica","species","201197","247.2","242","34534"
"90274","spm","","901770","0","101030","Y731","","","","shell","","1","","","","Leptochondria illyrica","species","201198","","Leptochondria illyrica","species","201197","247.2","242","34534"
"90275","spm","","901770","0","101030","Y732","","","","shell","","1","","","","Leptochondria illyrica","species","201198","","Leptochondria illyrica","species","201197","247.2","242","34534"
"90282","spm","","901757","0","101028","Y733","","","","shell","","1","","","","Leptochondria albertii","species","181607","","Leptochondria albertii","species","181606","247.2","242","34534"
"90283","spm","","901757","0","101028","Y734","","","","shell","","1","","","","Leptochondria albertii","species","181607","","Leptochondria albertii","species","181606","247.2","242","34534"
"90288","spm","","901757","0","101028","Y736","","","","shell","","1","","","","Leptochondria albertii","species","181607","","Leptochondria albertii","species","181606","247.2","242","34534"
"90289","spm","","901757","0","101028","Y737","","","","shell","","1","","","","Leptochondria albertii","species","181607","","Leptochondria albertii","species","181606","247.2","242","34534"
"90290","spm","","901757","0","101028","Y738","","","","shell","","1","","","","Leptochondria albertii","species","181607","","Leptochondria albertii","species","181606","247.2","242","34534"
"90291","spm","","901772","0","101030","Y759","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90292","spm","","901772","0","101030","Y760","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90293","spm","","901772","0","101030","Y761","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90294","spm","","901772","0","101030","Y762","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90295","spm","","901772","0","101030","Y763","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90296","spm","","901772","0","101030","Y764","","","","shell","","1","","","","Leptochondria","species","16759","species not entered","Leptochondria","genus","16759","247.2","242","34534"
"90298","spm","","901741","0","101025","Y825","","","","shell","","1","","","","Neomorphotis","species","16846","subjective synonym of, species not entered","Eumorphotis","genus","16647","247.2","242","34534"
"90299","spm","","901741","0","101025","Y826","","","","shell","","1","","","","Neomorphotis","species","16846","subjective synonym of, species not entered","Eumorphotis","genus","16647","247.2","242","34534"
"90300","spm","","901741","0","101025","Y827","","","","shell","","1","","","","Neomorphotis","species","16846","subjective synonym of, species not entered","Eumorphotis","genus","16647","247.2","242","34534"
"90301","spm","","901898","0","101044","Y831","","","","shell","","1","","","","Neomorphotis","species","16846","subjective synonym of, species not entered","Eumorphotis","genus","16647","247.2","242","34534"
"90302","spm","","901898","0","101044","Y832","","","","shell","","1","","","","Neomorphotis","species","16846","subjective synonym of, species not entered","Eumorphotis","genus","16647","247.2","242","34534"
"90303","spm","","901851","0","101040","Y849","","","","shell","","1","","","","Placunopsis","species","16926","species not entered","Placunopsis","genus","16926","247.2","242","34534"
"90304","spm","","901851","0","101040","Y850","","","","shell","","1","","","","Placunopsis","species","16926","species not entered","Placunopsis","genus","16926","247.2","242","34534"
"90305","spm","","901851","0","101040","Y851","","","","shell","","1","","","","Placunopsis","species","16926","species not entered","Placunopsis","genus","16926","247.2","242","34534"
"90306","spm","","901851","0","101040","Y852","","","","shell","","1","","","","Placunopsis","species","16926","species not entered","Placunopsis","genus","16926","247.2","242","34534"
"90307","spm","","962198","0","112805","Y927","","","","shell","","1","","","","Promyalina","species","16955","species not entered","Promyalina","genus","16955","251.3","247.2","34534"
"90308","spm","","962198","0","112805","Y928","","","","shell","","1","","","","Promyalina","species","16955","species not entered","Promyalina","genus","16955","251.3","247.2","34534"
"90309","spm","","962198","0","112805","Y929","","","","shell","","1","","","","Promyalina","species","16955","species not entered","Promyalina","genus","16955","251.3","247.2","34534"
"90310","spm","","901944","0","101046","Y937","","","","shell","","1","","","","Schafhaeutlia astartiformis","species","137325","","Schafhaeutlia astartiformis","species","137324","247.2","242","34534"
"90311","spm","","901944","0","101046","Y938","","","","shell","","1","","","","Schafhaeutlia astartiformis","species","137325","","Schafhaeutlia astartiformis","species","137324","247.2","242","34534"
"90312","spm","","901944","0","101046","Y939","","","","shell","","1","","","","Schafhaeutlia astartiformis","species","137325","","Schafhaeutlia astartiformis","species","137324","247.2","242","34534"
