"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"33779","spm","F","1008830","0","122987","PULR-I 344-1","","","","elytron","","1","text","","","Argentinosyne losrastrosensis","species","213360","","Argentinosyne losrastrosensis","species","213360","237","228","39291"
"33780","spm","F","1008830","0","122987","PULR-I 344-2","","","","elytron","","1","text","","","Argentinosyne losrastrosensis","species","213360","","Argentinosyne losrastrosensis","species","213360","237","228","39291"
"33781","spm","F","1008830","0","122987","PULR-I 344-3","","","","elytron","","1","text","","","Argentinosyne losrastrosensis","species","213360","","Argentinosyne losrastrosensis","species","213360","237","228","39291"
"33782","spm","F","1008830","0","122987","PULR-I 344-4","","","","elytron","","1","text","","","Argentinosyne losrastrosensis","species","213360","","Argentinosyne losrastrosensis","species","213360","237","228","39291"
"33783","spm","F","1008830","0","122987","PULR-I 344-5","","","","elytron","","1","text","","","Argentinosyne losrastrosensis","species","213360","","Argentinosyne losrastrosensis","species","213360","237","228","39291"
"33784","spm","F","1008833","0","123047","PULR-I 299","holotype","","","elytron","","1","text","","","Argentinocupes pulcher","species","213363","","Argentinocupes pulcher","species","213363","237","228","39291"
"33785","spm","F","1008834","0","123047","PULR-I 310","holotype","","","elytron","","1","text","","","Argentinocupes abdalai","species","213365","","Argentinocupes abdalai","species","213365","237","228","39291"
"33786","spm","F","1008835","0","123045","PULR-I 280a","holotype","","","elytron","","1","text","","","Gemelina triangularis","species","213367","","Gemelina triangularis","species","213367","237","228","39291"
"33787","spm","F","1008836","0","122988","PULR-I 323","","","","elytron","","1","text","","","Gemelina triangularis","species","213367","","Gemelina triangularis","species","213367","237","228","39291"
"33788","spm","F","1008840","0","122987","PULR-I 312","holotype","","","elytron","","1","text","","","Cardiosyne elegans","species","213371","","Cardiosyne elegans","species","213371","237","228","39291"
"33789","spm","F","1008840","0","122987","PULR-I 327b","","","","elytron","","1","text","","","Cardiosyne elegans","species","213371","","Cardiosyne elegans","species","213371","237","228","39291"
"33790","spm","F","1008840","0","122987","PULR-I 327c","","","","elytron","","1","text","","","Cardiosyne elegans","species","213371","","Cardiosyne elegans","species","213371","237","228","39291"
"33791","spm","F","1008840","0","122987","PULR-I 327a","","","","elytron","","1","text","","","Cardiosyne elegans","species","213371","","Cardiosyne elegans","species","213371","237","228","39291"
"33792","spm","F","1008839","0","123047","PULR-I 325a","","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33793","spm","F","1008837","0","123045","PULR-I 324","holotype","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33794","spm","F","1008838","0","122987","PULR-I 325b","","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33795","spm","F","1008838","0","122987","PULR-I 325d","","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33796","spm","F","1008838","0","122987","PULR-I 325e","","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33797","spm","F","1008838","0","122987","PULR-I 325c","","","","elytron","","1","text","","","Cardiosyne obesa","species","213370","","Cardiosyne obesa","species","213370","237","228","39291"
"33798","spm","","1008643","0","123008","MACN 18040","holotype","","","wing","","1","text","","based on 25 mm fragment","Triassothemis mendozensis","species","180219","","Triassothemis mendozensis","species","180219","237","228","39346"
"33799","spm","","1009022","0","123009","MCNAM-PI 24305","holotype","","","forewing","","1","text","","","Cacheutacicada kurtzae","species","213636","","Cacheutacicada kurtzae","species","213636","237","228","39290"
"33800","spm","","1009021","0","123009","MCNAM-PI 24304","holotype","","","elytron","","1","text","","","Argentinosyne duraznoensis","species","213634","","Argentinosyne duraznoensis","species","213634","237","228","39290"
"33801","spm","","1008683","0","122987","PULR-I 255","holotype","","","forewing","","1","text","","","Dysmorphoptiloides gigantea","species","212946","","Dysmorphoptiloides gigantea","species","212946","237","228","39350"
"33802","spm","","1009030","0","122988","PULR-I 314","holotype","","","forewing","","1","text","","","Gallegomorphoptila kotejai","species","213659","recombined as","Dysmorphoptiloides kotejai","species","213659","237","228","39350"
"33803","spm","","1008685","0","123009","PZ-CTES 5772","holotype","","","forewing","","1","text","","","Dysmorphoptiloides acostai","species","212944","","Dysmorphoptiloides acostai","species","212944","237","228","39350"
"33806","spm","","1009043","30504","122987","PULR-I 220","holotype","","","tegmen","","1","text","","","Argentinoblatta herbsti","species","213675","","Argentinoblatta herbsti","species","213675","237","228","39356"
"33807","spm","","1009045","0","122987","PULR-I 285","holotype","","","tegmen","","1","text","","","Condorblatta lutzae","species","213677","","Condorblatta lutzae","species","213677","237","228","39356"
"33808","spm","","1009047","0","122987","PULR-I 288","holotype","","","tegmen","","1","text","","","Mancusoblatta pulchella","species","213681","","Mancusoblatta pulchella","species","213681","237","228","39356"
"33809","spm","","1009048","0","122987","PULR-I 284","holotype","","","tegmen","","1","picture","","","Hermosablatta pectinata","species","213683","","Hermosablatta pectinata","species","213683","237","228","39356"
"33810","spm","","1009049","0","122987","PULR-I 289","holotype","","","tegmen","","1","text","","","Hermosablatta crassatella","species","213684","","Hermosablatta crassatella","species","213684","237","228","39356"
"33811","spm","","1009050","0","123045","PULR-I 277","paratype","","","tegmen","","1","text","","","Hermosablatta crassatella","species","213684","","Hermosablatta crassatella","species","213684","237","228","39356"
"33812","spm","","1009052","0","123115","PULR-I 221","holotype","","","tegmen","","1","text","","","Lariojablatta chanarensis","species","213685","","Lariojablatta chanarensis","species","213685","237","228","39356"
"33813","spm","","1009062","0","122987","PULR-I 274","holotype","","","tegmen","","1","text","","","Pulchellablatta nana","species","213691","","Pulchellablatta nana","species","213691","237","228","39356"
"33814","spm","F","1009131","0","123115","PULR-I 334d","","","","elytron","","1","text","","","Argentinocupes pulcher","species","213363","","Argentinocupes pulcher","species","213363","237","228","39289"
"33815","spm","","1009130","0","123115","PULR-I 335","holotype","","","elytron","","1","text","","","Argentinosyne bonapartei","species","213824","","Argentinosyne bonapartei","species","213824","237","228","39289"
"33816","spm","","1009129","0","123115","PULR-I 334c","holotype","","","forewing","","1","text","","","Chanarescytina carmonae","species","187187","recombined as","Saaloscytina carmonae","species","187187","237","228","39289"
"33817","spm","","1009128","0","123115","PULR-I 334b","holotype","","","forewing","","1","text","","","Miomina riojana","species","213823","","Miomina riojana","species","213823","237","228","39289"
"33818","spm","","1009127","0","123115","PULR-I 334a","holotype","","","forewing","","1","text","","","Chanarelytrina nana","species","187190","subjective synonym of","Saaloscytina carmonae","species","187187","237","228","39289"
"35050","spm","","820512","0","90220","NSM PM23130","","","","shell","","1","table","","","Shamaraites schamarensis","species","149447","","Shamaraites schamarensis","species","149446","251.3","247.2","30272"
"35107","spm","","820509","0","90220","NSM PM23191","paratype","","","shell","","1","table","","","Abrekites editus","species","149449","","Abrekites editus","species","149449","251.3","247.2","30272"
"35108","spm","","820509","0","90220","NSM PM23192","paratype","","","shell","","1","table","","","Abrekites editus","species","149449","","Abrekites editus","species","149449","251.3","247.2","30272"
"35109","spm","","820509","0","90220","NSM PM23193","holotype","","","shell","","1","table","","","Abrekites editus","species","149449","","Abrekites editus","species","149449","251.3","247.2","30272"
"35110","spm","","820510","0","90220","NSM PM23194","holotype","","","shell","","1","table","","","Abrekites planus","species","149450","","Abrekites planus","species","149450","251.3","247.2","30272"
"35111","spm","","820560","0","90223","NSM PM23195","holotype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35112","spm","","820560","0","90223","NSM PM23196","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35113","spm","","820560","0","90223","NSM PM23197","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35114","spm","","820560","0","90223","NSM PM23198","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35115","spm","","820560","0","90223","NSM PM23199","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35116","spm","","820560","0","90223","NSM PM23201","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35117","spm","","820560","0","90223","NSM PM23202","paratype","","","shell","","1","table","","","Radioprionites abrekensis","species","149476","","Radioprionites abrekensis","species","149476","251.3","247.2","30272"
"35118","spm","","820570","0","90224","NSM PM23203","","","","shell","","1","table","","","Hemiprionites","genus","149481","","Hemiprionites","genus","149481","251.3","247.2","30272"
"35126","spm","","820513","0","90220","NSM PM23214","holotype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35127","spm","","820513","0","90220","NSM PM23215","paratype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35128","spm","","820513","0","90220","NSM PM23216","paratype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35129","spm","","820513","0","90220","NSM PM23217","paratype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35130","spm","","820513","0","90220","NSM PM23218","paratype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35131","spm","","820513","0","90220","NSM PM23219","paratype","","","shell","","1","table","","","Ussuriflemingites primoriensis","species","149451","","Ussuriflemingites primoriensis","species","149451","251.3","247.2","30272"
"35132","spm","","820569","0","90224","NSM PM23221","holotype","","","shell","","1","table","","","Balhaeceras balhaense","species","149483","","Balhaeceras balhaense","species","149483","251.3","247.2","30272"
"35133","spm","","820511","0","90220","NSM PM23223","","","","shell","","1","table","","","Rohillites laevis","species","149453","","Rohillites laevis","species","149453","251.3","247.2","30272"
"35134","spm","","820514","0","90220","NSM PM23224","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35135","spm","","820514","0","90220","NSM PM23225","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35136","spm","","820514","0","90220","NSM PM23226","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35137","spm","","820514","0","90220","NSM PM23227","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35138","spm","","820514","0","90220","NSM PM23228","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35139","spm","","820514","0","90220","NSM PM23231","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35140","spm","","943472","0","109414","JGX-HC24-5a","","","","shell","","1","table","","","Prohungarites mckelvei","species","185554","","Prohungarites mckelvei","species","185554","251.3","247.2","33526"
"35141","spm","","820514","0","90220","NSM PM23232","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35142","spm","","820514","0","90220","NSM PM23233","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35143","spm","","820514","0","90220","NSM PM23234","","","","shell","","1","table","","","Palaeokazakhstanites ussuriensis","species","149456","recombined as","Palaeokazachstanites ussuriensis","species","149455","251.3","247.2","30272"
"35144","spm","","820573","0","90225","NSM PM23235","","","","shell","","1","table","","","Euflemingites prynadai","species","149487","","Euflemingites prynadai","species","149486","251.3","247.2","30272"
"35160","spm","","820538","0","90221","NSM PM23251","","","","shell","","1","table","","","Arctoceras septentrionale","species","149467","","Arctoceras septentrionale","species","149466","251.3","247.2","30272"
"35161","spm","","820538","0","90221","NSM PM23252","","","","shell","","1","table","","","Arctoceras septentrionale","species","149467","","Arctoceras septentrionale","species","149466","251.3","247.2","30272"
"35162","spm","","820551","0","90222","NSM PM23253","","","","shell","","1","table","","","Arctoceras septentrionale","species","149467","","Arctoceras septentrionale","species","149466","251.3","247.2","30272"
"35163","spm","","820559","0","90223","NSM PM23254","","","","shell","","1","table","","","Arctoceras septentrionale","species","149467","","Arctoceras septentrionale","species","149466","251.3","247.2","30272"
"35164","spm","","820559","0","90223","NSM PM23255","","","","shell","","1","table","","","Arctoceras septentrionale","species","149467","","Arctoceras septentrionale","species","149466","251.3","247.2","30272"
"35165","spm","","820572","0","90225","NSM PM23258","","","","shell","","1","table","","","Arctoceras subhydaspis","species","149485","","Arctoceras subhydaspis","species","149484","251.3","247.2","30272"
"35167","spm","","820515","0","90220","NSM PM23260","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35168","spm","","820515","0","90220","NSM PM23261","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35169","spm","","820515","0","90220","NSM PM23262","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35170","spm","","820515","0","90220","NSM PM23263","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35171","spm","","820515","0","90220","NSM PM23264","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35172","spm","","820515","0","90220","NSM PM23265","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35173","spm","","820515","0","90220","NSM PM23266","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35174","spm","","820515","0","90220","NSM PM23267","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35175","spm","","820515","0","90220","NSM PM23268","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35176","spm","","820515","0","90220","NSM PM23269","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35177","spm","","820515","0","90220","NSM PM23270","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35178","spm","","820515","0","90220","NSM PM23271","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35179","spm","","820515","0","90220","NSM PM23272","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35180","spm","","820515","0","90220","NSM PM23273","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35181","spm","","820515","0","90220","NSM PM23274","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35182","spm","","820515","0","90220","NSM PM23275","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35183","spm","","820515","0","90220","NSM PM23276","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35184","spm","","820515","0","90220","NSM PM23277","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35185","spm","","820535","0","90221","NSM PM23278","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35186","spm","","820549","0","90222","NSM PM23279","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35187","spm","","820549","0","90222","NSM PM23280","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35188","spm","","820549","0","90222","NSM PM23281","","","","shell","","1","table","","","Clypeoceras timorense","species","149458","","Clypeoceras timorense","species","149457","251.3","247.2","30272"
"35189","spm","","820537","0","90221","NSM PM23283","","","","shell","","1","table","","","Prosphingitoides","genus","149469","","Prosphingitoides","genus","149469","251.3","247.2","30272"
"35190","spm","","820537","0","90221","NSM PM23284","","","","shell","","1","table","","","Prosphingitoides","genus","149469","","Prosphingitoides","genus","149469","251.3","247.2","30272"
"35191","spm","","820571","0","90225","NSM PM23282","","","","shell","","1","table","","","Prosphingitoides","genus","149469","","Prosphingitoides","genus","149469","251.3","247.2","30272"
"35196","spm","","820550","0","90222","NSM PM23289","","","","shell","","1","table","","","Pseudosageceras multilobatum","species","149470","","Pseudosageceras multilobatum","species","149470","251.3","247.2","30272"
"35197","spm","","820536","0","90221","NSM PM23291","","","","shell","","1","table","","","Pseudosageceras multilobatum","species","149470","","Pseudosageceras multilobatum","species","149470","251.3","247.2","30272"
"35206","spm","","820502","0","90220","NSM PM23330","","","","shell","","1","table","","","Warthia zakharovi","species","149312","","Warthia zakharovi","species","149312","251.3","247.2","30273"
"35237","spm","","820507","0","90220","NSM PM23346","","","right","valve","","1","table","","","Bakevellia","genus","16510","","Bakevellia","genus","16510","251.3","247.2","30274"
"35246","spm","","820503","0","90220","NSM PM23362","","","left","valve","","1","table","","","Leptochondria minima","species","149337","","Leptochondria minima","species","149336","251.3","247.2","30274"
"35248","spm","","820508","0","90220","NSM PM23415","","","left","valve","","1","table","","","Trigonodus orientalis","species","149459","","Trigonodus orientalis","species","149459","251.3","247.2","30274"
"35249","spm","","820508","0","90220","NSM PM23416","","","right","valve","","1","table","","","Trigonodus orientalis","species","149459","","Trigonodus orientalis","species","149459","251.3","247.2","30274"
"35250","spm","","820508","0","90220","NSM PM23417","","","right","valve","","1","table","","","Trigonodus orientalis","species","149459","","Trigonodus orientalis","species","149459","251.3","247.2","30274"
"35251","spm","","820508","0","90220","NSM PM23418","","","right","valve","","1","table","","","Trigonodus orientalis","species","149459","","Trigonodus orientalis","species","149459","251.3","247.2","30274"
"35252","spm","","820508","0","90220","NSM PM23419","","","right","valve","","1","table","","","Trigonodus orientalis","species","149459","","Trigonodus orientalis","species","149459","251.3","247.2","30274"
"35257","spm","","820504","0","90220","NSM PM23424","","","right","valve","","1","table","","","Unionites canalensis","species","140065","","Unionites canalensis","species","140064","251.3","247.2","30274"
"35274","spm","","820506","0","90220","NSM PM23365","","","right","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35275","spm","","820506","0","90220","NSM PM23366","","","left","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35276","spm","","820506","0","90220","NSM PM23367","","","","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35277","spm","","820506","0","90220","NSM PM23368","","","left","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35278","spm","","820506","0","90220","NSM PM23369","","","left","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35279","spm","","820506","0","90220","NSM PM23370","","","right","valve","","1","table","","","Neoschizodus laevigatus","species","140068","","Neoschizodus laevigatus","species","140067","251.3","247.2","30274"
"35285","spm","","820505","33648","90220","NSM PM23390","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35286","spm","","820505","33648","90220","NSM PM23391","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35287","spm","","820505","33648","90220","NSM PM23392","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35288","spm","","820505","33648","90220","NSM PM23393","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35289","spm","","820505","33648","90220","NSM PM23394","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35290","spm","","820505","33648","90220","NSM PM23395","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35291","spm","","820505","33648","90220","NSM PM23396","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35292","spm","","820505","33648","90220","NSM PM23397","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35293","spm","","820505","33648","90220","NSM PM23398","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35294","spm","","820505","33648","90220","NSM PM23399","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35295","spm","","820505","33648","90220","NSM PM23400","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35296","spm","","820505","33648","90220","NSM PM23401","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35297","spm","","820505","33648","90220","NSM PM23402","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35298","spm","","820505","33648","90220","NSM PM23403","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35299","spm","","820505","33648","90220","NSM PM23404","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35300","spm","","820505","33648","90220","NSM PM23405","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35301","spm","","820505","33648","90220","NSM PM23406","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35302","spm","","820505","33648","90220","NSM PM23407","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35303","spm","","820505","33648","90220","NSM PM23408","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35304","spm","","820505","33648","90220","NSM PM23409","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35305","spm","","820505","33648","90220","NSM PM23410","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35306","spm","","820505","33648","90220","NSM PM23411","","","left","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35307","spm","","820505","33648","90220","NSM PM23412","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35308","spm","","820505","33648","90220","NSM PM23413","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35309","spm","","820533","33649","90221","NSM PM23414","","","right","valve","","1","table","","","Unionites subrectus","species","179739","","Unionites subrectus","species","179738","251.3","247.2","30274"
"35352","spm","","820539","0","90221","DVGI 2052/2","","","","shell","","1","table","","","Abrekia sulcata","species","138838","","Abrekia sulcata","species","138838","251.3","247.2","30275"
"35431","spm","","857918","0","95314","DVGI 1/840","holotype","","","shell","","1","table","","","Euflemingites artyomensis","species","165484","","Euflemingites artyomensis","species","165484","251.3","247.2","32432"
"35432","spm","","1010411","0","106090","PIN 2069/2321","holotype","","","forewing","","1","text","","based on 17 mm fragment","Oshiella crassa","species","214881","recombined as","Probintoniella crassa","species","214881","242","237","39480"
"35433","spm","","1010412","0","106090","PIN 2069/2326","holotype","","","forewing","","1","text","","based on 15 mm fragment","Oshiella oblonga","species","214918","recombined as","Probintoniella oblonga","species","214918","242","237","39480"
"35434","spm","","1010413","0","106090","PIN 2069/2324","holotype","","","forewing","","1","text","","based on 14 mm fragment","Paroshiella alia","species","214902","","Paroshiella alia","species","214902","242","237","39480"
"35435","spm","","1010414","0","106090","PIN 2069/2325","holotype","","","forewing","","1","text","","based on 18 mm fragment","Stenoshiella angusta","species","214904","","Stenoshiella angusta","species","214904","242","237","39480"
"35436","spm","","1010415","0","106090","PIN 2069/2327","holotype","","","forewing","","1","text","","based on 15 mm fragment","Eubintoniella ferganica","species","214907","","Eubintoniella ferganica","species","214907","242","237","39480"
"35437","spm","","1010416","0","106090","PIN 2069/2318","holotype","","","forewing","","1","text","","based on 19 mm fragment","Mesoedischia kirgizica","species","214911","","Mesoedischia kirgizica","species","214911","242","237","39480"
"35438","spm","","1010418","0","110763","PIN 2240/4074","holotype","","","forewing","","1","text","","","Mesoedischia obliqua","species","214912","","Mesoedischia obliqua","species","214912","242","237","39480"
"35439","spm","","1010419","0","105007","PIN 2785/1940","holotype","","","forewing","","1","text","","","Mesoedischia obliqua","species","214912","","Mesoedischia obliqua","species","214912","242","237","39480"
"35874","spm","","1010513","0","106088","PIN 2555/1313","holotype","","","forewing","","1","text","","based on 8 mm fragment","Proxenopterum primitivum","species","214969","","Proxenopterum primitivum","species","214969","242","237","39199"
"35875","spm","","1010514","0","106088","PIN 2555/1316","holotype","","","forewing","","1","text","","","Axenopterum venosum","species","214972","","Axenopterum venosum","species","214972","242","237","39199"
"35876","spm","","1010515","0","110763","PIN 2240/4057","holotype","","","forewing","","1","text","","based on 5 mm fragment","Ahagla mira","species","214980","","Ahagla mira","species","214980","242","237","39199"
"36167","spm","","1010691","0","123382","IGiG 766/118","","","","shell","","1","table","","","Evenites kummeli","species","215034","","Evenites kummeli","species","215033","251.3","247.2","39513"
"36168","spm","","1010696","0","123384","IGiG 766/119","","","","shell","","1","table","","","Koninckitoides posterius","species","181316","","Koninckitoides posterius","species","181315","251.3","247.2","39513"
"36169","spm","","1010696","0","123384","IGiG 766/120","","","","shell","","1","table","","","Koninckitoides posterius","species","181316","","Koninckitoides posterius","species","181315","251.3","247.2","39513"
"36170","spm","","1010696","0","123384","IGiG 766/121","","","","shell","","1","table","","","Koninckitoides posterius","species","181316","","Koninckitoides posterius","species","181315","251.3","247.2","39513"
"36171","spm","","1010698","0","107195","IGiG 766/124","holotype","","","shell","","1","table","","","Koninckitoides taimyrensis","species","215036","","Koninckitoides taimyrensis","species","215036","251.3","247.2","39513"
"36172","spm","","1010698","0","107195","IGiG 766/125","","","","shell","","1","table","","","Koninckitoides taimyrensis","species","215036","","Koninckitoides taimyrensis","species","215036","251.3","247.2","39513"
